290, 0.7733, 260
291, 0.6872, 142
292, 0.3432, 264
293, 0.9336, 272
294, 0.2479, 62
295, 0.0455, 29
296, 0.0319, 141
297, 0.0515, 10
298, 0.3924, 9
299, 0.4838, 55
300, 0.7266, 102
301, 0.4053, 50
302, 0.4058, 27
303, 0.3080, 58
304, 0.8647, 260
305, 0.1477, 340
306, 0.0510, 18
307, 0.1260, 327
308, 0.2446, 95
309, 0.1038, 205
310, 0.3442, 15
311, 0.3291, 19
312, 0.7117, 235
313, 0.4858, 345
314, 0.0532, 267
315, 0.7080, 170
316, 0.7796, 245
317, 0.8969, 168
318, 0.8501, 136
319, 0.4046, 25
320, 0.0700, 201
321, 0.1110, 150
322, 0.8196, 234
323, 0.1477, 333
324, 0.5154, 254
325, 0.9174, 346
326, 0.7043, 85
327, 0.5608, 349
328, 0.2058, 364
329, 0.3571, 283
330, 0.8307, 201
331, 0.1337, 215
332, 0.6563, 69
333, 0.0077, 100
334, 0.2590, 97
335, 0.5698, 30
336, 0.2242, 62
337, 0.2473, 4
338, 0.4822, 21
339, 0.0753, 355
340, 0.9240, 274
341, 0.3760, 113
342, 0.2187, 36
343, 0.3614, 3
344, 0.1582, 87
345, 0.6525, 328
346, 0.3919, 29
347, 0.4058, 186
348, 0.5965, 270
349, 0.1720, 246
350, 0.7523, 187
351, 0.4391, 213
352, 0.2255, 115
353, 0.4886, 148
354, 0.0290, 212
355, 0.9239, 31
356, 0.7984, 117
357, 0.1505, 211
358, 0.8366, 85
359, 0.1316, 261
360, 0.5898, 316
361, 0.9253, 197
362, 0.7861, 67
363, 0.4288, 146
364, 0.4588, 280
365, 0.4621, 57
366, 0.9083, 234
367, 0.1966, 46
368, 0.4994, 331
369, 0.1682, 253
370, 0.0329, 57
371, 0.2806, 136
372, 0.9271, 196
373, 0.2712, 111
374, 0.3466, 207
375, 0.2038, 87
376, 0.6319, 107
377, 0.8214, 10
378, 0.2279, 59
379, 0.1042, 358
380, 0.7983, 310
381, 0.3549, 265
382, 0.8525, 201
383, 0.2802, 99
384, 0.9428, 29
385, 0.5693, 131
386, 0.8021, 158
387, 0.9611, 137
388, 0.1437, 250
389, 0.8951, 222
390, 0.1295, 107
391, 0.3066, 219
392, 0.9896, 123
393, 0.6804, 72
394, 0.1858, 15
395, 0.0334, 321
396, 0.0678, 100
397, 0.3521, 64
398, 0.3995, 183
399, 0.9901, 345
400, 0.9484, 228
401, 0.7901, 68
402, 0.0322, 252
403, 0.0757, 185
404, 0.0952, 244
405, 0.1178, 153
406, 0.1123, 75
407, 0.3319, 152
408, 0.5259, 241
409, 0.0460, 120
410, 0.7816, 150
411, 0.3548, 63
412, 0.4882, 186
413, 0.4278, 11
414, 0.4795, 306
415, 0.3324, 204
416, 0.2717, 110
417, 0.1622, 283
418, 0.4348, 310
419, 0.9387, 9
420, 0.3361, 258
421, 0.8887, 99
422, 0.6668, 187
423, 0.4797, 145
424, 0.8584, 338
425, 0.1316, 61
426, 0.0107, 200
427, 0.8485, 59
428, 0.0681, 120
429, 0.6318, 293
430, 0.3406, 149
431, 0.6689, 132
432, 0.1641, 188
433, 0.3743, 8
434, 0.1596, 4
435, 0.9877, 185
436, 0.1638, 160
437, 0.8703, 17
438, 0.8486, 20
439, 0.5435, 191
440, 0.1402, 249
441, 0.5735, 133
442, 0.8049, 62
443, 0.1094, 182
444, 0.7787, 171
445, 0.2973, 144
446, 0.2103, 41
447, 0.8513, 109
448, 0.9793, 8
449, 0.2766, 121
450, 0.7521, 7
451, 0.8745, 110
452, 0.1082, 186
453, 0.1206, 20
454, 0.0065, 227
455, 0.8270, 11
456, 0.6197, 326
457, 0.7154, 131
458, 0.3466, 312
459, 0.0150, 339
460, 0.7612, 76
461, 0.8789, 188
462, 0.5876, 216
463, 0.1025, 210
464, 0.7914, 304
465, 0.4257, 7
466, 0.6134, 329
467, 0.0722, 152
468, 0.9472, 239
469, 0.2175, 257
470, 0.7419, 229
471, 0.6202, 203
472, 0.7973, 154
473, 0.9567, 183
474, 0.0104, 247
475, 0.7812, 302
476, 0.4850, 31
477, 0.1193, 192
478, 0.4267, 184
479, 0.7909, 137
480, 0.0718, 319
481, 0.7649, 95
482, 0.2548, 154
483, 0.6168, 121
484, 0.2735, 118
485, 0.6491, 286
486, 0.9509, 7
487, 0.9881, 146
488, 0.0850, 163
489, 0.1814, 5
490, 0.4510, 140
491, 0.4402, 171
492, 0.3731, 326
493, 0.7694, 254
494, 0.4150, 280
495, 0.0050, 141
496, 0.3098, 159
497, 0.1279, 334
498, 0.8551, 249
499, 0.2582, 69
500, 0.4957, 32
501, 0.3286, 296
502, 0.7523, 30
503, 0.4187, 140
504, 0.1048, 342
505, 0.3514, 166
506, 0.2127, 211
507, 0.5470, 139
508, 0.3181, 284
509, 0.6633, 176
510, 0.4586, 348
511, 0.2546, 2
512, 0.0665, 149
513, 0.8220, 278
514, 0.2535, 98
515, 0.0346, 260
516, 0.6289, 10
517, 0.8697, 22
518, 0.8682, 323
519, 0.3389, 309
520, 0.8165, 112
521, 0.2564, 24
522, 0.9458, 118
523, 0.0291, 173
524, 0.7687, 110
525, 0.8221, 149
526, 0.3733, 276
527, 0.0250, 316
528, 0.7474, 242
529, 0.2027, 77
530, 0.5389, 200
531, 0.0534, 197
532, 0.1199, 324
533, 0.2679, 21
534, 0.5595, 91
535, 0.1259, 218
536, 0.7807, 174
537, 0.3688, 78
538, 0.5078, 226
539, 0.1929, 312
540, 0.6513, 277
541, 0.2485, 183
542, 0.2808, 122
543, 0.7765, 135
544, 0.9786, 54
545, 0.0898, 321
546, 0.0239, 294
547, 0.7967, 264
548, 0.2504, 159
549, 0.5600, 26
550, 0.0659, 25
551, 0.4189, 38
552, 0.5893, 170
553, 0.9825, 23
554, 0.2083, 144
555, 0.1297, 326
556, 0.8638, 151
557, 0.5724, 207
558, 0.5499, 71
559, 0.9954, 277
560, 0.4446, 196
561, 0.2074, 42
562, 0.4745, 152
563, 0.9294, 305
564, 0.3998, 315
565, 0.9278, 225
566, 0.3211, 229
567, 0.3933, 310
568, 0.9712, 17
569, 0.1519, 138
570, 0.0545, 155
571, 0.7401, 314
572, 0.1198, 115
573, 0.6048, 245
574, 0.2646, 230
575, 0.5632, 202
576, 0.3448, 23
577, 0.0904, 16
578, 0.9590, 232
579, 0.6200, 193
580, 0.1619, 337
581, 0.5582, 6
582, 0.9071, 64
583, 0.6494, 86
584, 0.7270, 360
585, 0.5970, 221
586, 0.8167, 51
587, 0.2018, 26
588, 0.9764, 29
589, 0.1189, 124
590, 0.7430, 85
591, 0.3114, 316
592, 0.7370, 181
593, 0.9030, 230
594, 0.2196, 280
595, 0.0241, 145
596, 0.5239, 105
597, 0.9445, 287
598, 0.4165, 330
599, 0.2621, 144
600, 0.3276, 122
601, 0.0856, 346
602, 0.1053, 86
603, 0.3162, 311
604, 0.4644, 186
605, 0.9698, 11
606, 0.5969, 107
607, 0.3110, 14
608, 0.6306, 61
609, 0.7078, 262
610, 0.8245, 356
611, 0.4845, 326
612, 0.4790, 91
613, 0.1809, 242
614, 0.6191, 256
615, 0.3314, 319
616, 0.3369, 265
617, 0.2012, 325
618, 0.4681, 184
619, 0.2757, 184
620, 0.1438, 256
621, 0.5357, 365
622, 0.6116, 66
623, 0.7082, 73
624, 0.0759, 359
625, 0.8897, 77
626, 0.9553, 70
627, 0.7799, 230
628, 0.8952, 246
629, 0.8584, 232
630, 0.6889, 227
631, 0.1825, 259
632, 0.9359, 361
633, 0.8719, 112
634, 0.7036, 345
635, 0.8524, 65
636, 0.6259, 79
637, 0.2741, 21
638, 0.6239, 102
639, 0.1629, 28
640, 0.7043, 354
641, 0.4273, 180
642, 0.5641, 7
643, 0.5840, 124
644, 0.1033, 214
645, 0.4346, 172
646, 0.1134, 127
647, 0.1096, 218
648, 0.6907, 292
649, 0.2334, 253
650, 0.2836, 360
651, 0.4206, 27
652, 0.9273, 154
653, 0.4352, 41
654, 0.1750, 133
655, 0.6459, 169
656, 0.9973, 201
657, 0.8205, 36
658, 0.1728, 258
659, 0.0139, 200
660, 0.0426, 301
661, 0.8075, 306
662, 0.3289, 254
663, 0.2720, 129
664, 0.6608, 56
665, 0.2891, 40
666, 0.4998, 152
667, 0.9788, 300
668, 0.1166, 263
669, 0.6730, 183
670, 0.6063, 46
671, 0.5755, 312
672, 0.0219, 140
673, 0.7610, 122
674, 0.8547, 238
675, 0.6236, 61
676, 0.5064, 72
677, 0.4092, 257
678, 0.4050, 203
679, 0.9888, 19
680, 0.6438, 133
681, 0.4707, 165
682, 0.7353, 191
683, 0.3285, 327
684, 0.4222, 328
685, 0.5903, 27
686, 0.5125, 204
687, 0.1751, 27
688, 0.5977, 83
689, 0.5270, 143
690, 0.8819, 123
691, 0.1712, 129
692, 0.7943, 198
693, 0.3345, 337
694, 0.9883, 290
695, 0.3771, 161
696, 0.0460, 169
697, 0.7738, 338
698, 0.1155, 263
699, 0.8073, 171
700, 0.2484, 286
701, 0.2162, 126
702, 0.0670, 266
703, 0.1559, 66
704, 0.7945, 154
705, 0.6799, 37
706, 0.5964, 19
707, 0.4769, 170
708, 0.3663, 266
709, 0.7771, 96
710, 0.2793, 92
711, 0.1491, 1
712, 0.1333, 17
713, 0.6759, 282
714, 0.7779, 124
715, 0.2827, 312
716, 0.2837, 256
717, 0.5539, 249
718, 0.3667, 173
719, 0.4976, 124
720, 0.0020, 334
721, 0.2287, 193
722, 0.7387, 125
723, 0.8486, 309
724, 0.1566, 87
725, 0.5991, 48
726, 0.7953, 180
727, 0.6390, 41
728, 0.7140, 62
729, 0.6783, 48
730, 0.5254, 0
731, 0.6455, 113
732, 0.1701, 9
733, 0.9692, 349
734, 0.3877, 291
735, 0.7261, 219
736, 0.3932, 87
737, 0.9230, 301
738, 0.7406, 75
739, 0.2342, 92
740, 0.8320, 338
741, 0.3209, 257
742, 0.5025, 263
743, 0.9768, 3
744, 0.1544, 132
745, 0.8923, 104
746, 0.5594, 343
747, 0.9569, 309
748, 0.8952, 108
749, 0.8793, 361
750, 0.5600, 333
751, 0.9039, 335
752, 0.0188, 321
753, 0.3804, 294
754, 0.0097, 183
755, 0.4508, 124
756, 0.6971, 270
757, 0.1583, 34
758, 0.7127, 65
759, 0.1676, 110
760, 0.6154, 76
761, 0.0654, 66
762, 0.9396, 324
763, 0.4649, 226
764, 0.5442, 59
765, 0.3681, 115
766, 0.4315, 233
767, 0.2719, 299
768, 0.7726, 97
769, 0.9436, 73
770, 0.8854, 157
771, 0.8190, 88
772, 0.7438, 355
773, 0.1715, 309
774, 0.6125, 329
775, 0.0220, 278
776, 0.1646, 215
777, 0.4372, 86
778, 0.9079, 222
779, 0.5905, 164
780, 0.9162, 154
781, 0.5673, 105
782, 0.0238, 97
783, 0.2029, 31
784, 0.3293, 344
785, 0.6715, 194
786, 0.5433, 300
787, 0.9875, 177
788, 0.0017, 277
789, 0.7262, 87
790, 0.6674, 144
791, 0.1555, 53
792, 0.4724, 201
793, 0.2855, 65
794, 0.6226, 12
795, 0.5746, 319
796, 0.2676, 261
797, 0.7038, 307
798, 0.3082, 294
799, 0.1922, 169
800, 0.4062, 20
801, 0.3445, 74
802, 0.2131, 363
803, 0.2044, 83
804, 0.0311, 226
805, 0.6196, 127
806, 0.7552, 60
807, 0.4049, 335
808, 0.3371, 195
809, 0.5350, 122
810, 0.5916, 248
811, 0.2602, 149
812, 0.8325, 95
813, 0.8423, 68
814, 0.0034, 139
815, 0.8981, 300
816, 0.1390, 279
817, 0.9590, 136
818, 0.1456, 104
819, 0.7989, 218
820, 0.1319, 6
821, 0.0155, 287
822, 0.5478, 92
823, 0.1244, 327
824, 0.0468, 4
825, 0.8548, 356
826, 0.9501, 15
827, 0.9145, 75
828, 0.2005, 32
829, 0.2539, 361
830, 0.2564, 216
831, 0.1831, 2
832, 0.8416, 56
833, 0.8258, 278
834, 0.9217, 350
835, 0.4962, 43
836, 0.6634, 286
837, 0.7495, 314
838, 0.4103, 363
839, 0.8248, 151
840, 0.5792, 304
841, 0.5289, 361
842, 0.0390, 238
843, 0.9906, 240
844, 0.1306, 306
845, 0.5353, 62
846, 0.6080, 187
847, 0.3776, 280
848, 0.3389, 341
849, 0.9578, 182
850, 0.6442, 311
851, 0.7987, 290
852, 0.1348, 95
853, 0.0915, 168
854, 0.5631, 104
855, 0.7515, 245
856, 0.8222, 83
857, 0.5970, 226
858, 0.5124, 77
859, 0.1974, 237
860, 0.5885, 301
861, 0.2101, 323
862, 0.8891, 51
863, 0.0779, 159
864, 0.8215, 316
865, 0.8857, 182
866, 0.6553, 331
867, 0.2152, 7
868, 0.1533, 4
869, 0.5474, 330
870, 0.7977, 116
871, 0.4530, 339
872, 0.3478, 58
873, 0.3973, 309
874, 0.6848, 126
875, 0.4859, 57
876, 0.4282, 331
877, 0.7268, 69
878, 0.7951, 225
879, 0.6301, 60
880, 0.5284, 282
881, 0.8982, 347
882, 0.6425, 18
883, 0.8847, 59
884, 0.2180, 179
885, 0.3012, 257
886, 0.6082, 173
887, 0.4699, 132
888, 0.9631, 213
889, 0.6081, 302
890, 0.9908, 291
891, 0.9673, 104
892, 0.2258, 203
893, 0.4483, 281
894, 0.5346, 175
895, 0.4089, 204
896, 0.6319, 355
897, 0.0779, 178
898, 0.1674, 237
899, 0.2042, 322
900, 0.9023, 0
901, 0.7774, 338
902, 0.9575, 195
903, 0.6496, 124
904, 0.7829, 318
905, 0.9143, 98
906, 0.2041, 126
907, 0.5232, 72
908, 0.2285, 221
909, 0.3875, 124
910, 0.9470, 321
911, 0.6141, 74
912, 0.7772, 128
913, 0.7339, 350
914, 0.3398, 180
915, 0.8536, 208
916, 0.9753, 78
917, 0.8374, 175
918, 0.3923, 245
919, 0.5478, 253
920, 0.1841, 211
921, 0.8888, 279
922, 0.4253, 361
923, 0.9842, 357
924, 0.0783, 303
925, 0.4836, 327
926, 0.4063, 24
927, 0.7454, 229
928, 0.3884, 298
929, 0.1737, 361
930, 0.5819, 183
931, 0.3130, 254
932, 0.8318, 327
933, 0.0301, 147
934, 0.1058, 228
935, 0.8780, 122
936, 0.2804, 119
937, 0.4894, 10
938, 0.3388, 168
939, 0.0111, 297
940, 0.0153, 28
941, 0.4926, 324
942, 0.4554, 107
943, 0.6550, 17
944, 0.9841, 51
945, 0.1001, 197
946, 0.2957, 169
947, 0.9965, 303
948, 0.8247, 191
949, 0.8488, 120
950, 0.1509, 109
951, 0.2148, 206
952, 0.7885, 43
953, 0.7778, 176
954, 0.9005, 49
955, 0.6297, 178
956, 0.1060, 332
957, 0.8806, 176
958, 0.5376, 79
959, 0.1854, 358
960, 0.9417, 245
961, 0.0631, 228
962, 0.7961, 117
963, 0.0039, 3
964, 0.8011, 157
965, 0.6990, 141
966, 0.0183, 8
967, 0.0826, 253
968, 0.9333, 131
969, 0.7035, 84
970, 0.9986, 341
971, 0.3652, 345
972, 0.1045, 286
973, 0.5636, 50
974, 0.3761, 304
975, 0.6008, 210
976, 0.8530, 167
977, 0.5365, 74
978, 0.4612, 184
979, 0.6197, 333
980, 0.0843, 100
981, 0.6587, 144
982, 0.6578, 15
983, 0.0766, 340
984, 0.7569, 228
985, 0.1942, 223
986, 0.3189, 170
987, 0.1053, 18
988, 0.2468, 61
989, 0.4205, 344
990, 0.5761, 85
991, 0.3890, 68
992, 0.3939, 316
993, 0.6349, 319
994, 0.0263, 264
995, 0.7404, 161
996, 0.4680, 230
997, 0.7136, 128
998, 0.5702, 117
999, 0.6335, 212
